,type,text,Predicted_value
298,1,@RiddleSean @LeftTearTumbler @nucleartrixie11 @tedcruz ,0
319,1,4 shot and killed and one wounded at a  birthday party. For a 1 yr old child. It's nearly a year from the Las Vegas… ,0
328,1,@TimothyJPadilla @ihatepos45 @para82nd_1 @katstails @immigrantdfndr @debiowens @cleotiger17 @yeahunoeme @PWM62… ,0
341,1,"New active shooter training puts firefighters, EMT’s on the front line  ",0
351,1,#REPEALTHE2ND Why do they need guns anyways???,0
383,1,"This is what being a @MomsDemand volunteer is all about!  My amazing friend and GV Survivor, Diana, goes everywhere… ",0
386,1,WTF?!?!,0
391,1,"Oh yeah @realDonaldTrump + @GOP + @senatemajldr, Democrats are the ""violent mob"", right? You guys are freaking nuts… ",0
413,1,"I've been waiting for snow in Alaska this year, Anchorage has yet to see a frost this fall. This is a global catast… ",0
417,1,Florida can no longer elect governors that come from the Republican camp. For the last 2 decades they have consiste… ,0
428,1,@Istillwantapony @SunSentinel @davidhogg111 she blocked me but my point is; If i hit you that’s assault if I hit my… ,0
442,1,If you just pretend it doesn't exist then it doesn't? That is until MULTIPLE hurricanes at unprecedented fury level… ,0
459,1,"#RedTideRick forced S. FL H20 Mgmt Dist to fire their director &amp; hire his former attorney instead, fired more than… ",0
467,1,#EnoughIsEnough,0
18,1,It’s gun violence,0
36,1,@AMike4761 @OKIndian1 Soooo they wanna turn pa into the next Chi-town or Baltimore eh?  Urban democrap shitholes of… ,0
60,1,This is why voting is important,0
71,1,"Does Canada have a gun problem? 

After Toronto rampage, does Canada have a gun problem?: An… ",0
91,1,"Pete Sessions is known for sending only ""thoughts &amp; prayers"" after mass shootings. Cries crocodile tears all the wa… ",0
95,1,I’m so sick of the right or wrong debates. I want us to change it to nice or mean. We need to embrace kindergarten… ,0
99,1,DONT EVER LET THIS MAN GET IN OFFICE AGAIN! VOTE THESE PEOPLE OUT!!,0
120,1,Just wait! Condemnation will abound soon! ...... and ......  ..... crickets.,0
129,1,Worst kind of corporate political shill.  Ignoring solid science and working to destroy the habitability of the pla… ,0
146,1,Someone needs to be heldaccountable for this egregious action!,0
156,1,MUST WATCH.....  VOTE HIM OUTTTTT!!! #VoteBlueToSaveAmerica #VoteNovember6th,0
175,1,Now THAT's a lawsuit.,0
179,1,"Dammit?! Why ffs?!
",0
196,1,LGBTQ+ Community Active Shooter Preparedness Training -  ,0
211,1,Rick Scott sucks.,0
221,1,This is unbearable!,0
227,1,Day two of #BradySummitCA hundreds of ctivists canvassing in CD-10 for Brady endorsed candidate @joshua_harder who… ,0
243,1,"Yesterday at the wedding I worked, the best man included the heroism of the groom during a school shooting, and eve… ",0
244,1,@leachfortexas @VickiEd76559014 @tedcruz Or the fact that he’s done nothing to address the gun violence. ,0
247,1,"


If Malcom used his power and influence to tell Mayor Emmanuel to s… ",0
249,1,"Lyin' Rafael Eduardo, aka @tedcruz, you couldn't command this loyalty and devotion from your own mother.… ",0
250,1,"@PassTheSalty @ChetPowell @NYPD66Pct And nobody helps. Terrible. You think people would intervene, but not in Ameri… ",0
252,1,@KayaJones @w_terrence I’m here to help you,0
253,1,eCommerce website for your store       #WordPress  #wordpresswebsite #WebsiteDesign #Pixel3… ,0
257,1,Heading home today. I am terrified of how the house is going to look. A lot of gun violence has been going on in to… ,0
263,1,Comment on REAL SCOOP: Gun violence continues with two Fraser Valley murders – UPDATED by Stop it ,0
265,1,"1 dead, another injured after 'active shooter' reported near Navy base in Millington  via @FOX13Memphis",0
269,1,"What do Women Want? Economic mobility and security, an end to gender-based violence, solutions to gun violence, pay… ",0
303,1,Another science denier who only cares about the rich getting richer.,0
310,1,"@sensiblemiddle @DeanHeller @VoteMarsha @coffmanforco BTW, if you were familiar with defense you would know that wh… ",0
316,1,The right wing won't listen to that. They hike everything up into absolutes.,0
348,1,"In 2 hours in Faneuil Hall, @AMarch4OurLives Co-Founder @davidhogg111, @MassGeneralNews physician-activist… ",0
358,1,yes he did,0
360,1,@tedcruz Every one needs a GUN except  criminals you want stop GUN Violence take them away from Criminals..Leave mi… ,0
372,1,Florida is so fucked,0
404,1,@leftyvotesright @bruce_in @NRA I support allowing the CDC to be fully funded to research gun violence as a public… ,0
405,1,Someone identify the nation that second flag represents.,0
409,1,What bull verify before running a mock !,0
444,1,#VoteBETOforSenate,0
452,1,"For him to recognize her, acknowledge her, thank you. That man is a blessing.",0
461,1,"@WeAreSMSpartans, forcing a student to remain in harms way during an active shooter situation because they are tran… ",0
465,1,@dsteffey @codysmom92 Tf is wrong with you? Crazy bitch... calling for violence bc you see something you don’t like… ,0
467,1,"@highserenity49 @DoyinOyelaran @Billbrowder Correct. Which is precisely Trump's reaction to Puerto Rico, Flint wate… ",0
469,1,💔,0
6,1,@laurmaniisfree @runawaywithmani My stance on gun violence is that it’s disgusting and I hate that political leader… ,0
12,1,"Don’t let @FLGovScott in the senate. He’s already shit on Fl, we don’t need him shitting on the whole country.",0
15,1,"13/18
#LukeHoyer “I love you too, Mom”
Luke was 15 years old. Those were the last words his mother heard him say
wh… ",0
17,1,"Living every day with the loss of their daughter, Jaime, from gun violence... please read this and vote on 11/6… ",0
36,1,@BrianYVRmP @JohnTory @JohnTory is too busy blaming legal gun owners (duck hunters).  He doesn't have time to focus… ,0
41,1,Close the gun show/private sale loophole.,0
104,1,"If true, then that school essentially telling all that transgenders lives do not matter!! Shameful!",0
156,1,Seriously?! What is wrong with people?,0
174,1,Sending @BetoORourke  lots of love &amp; support from CA!!!,0
176,1,"1 dead, another injured after 'active shooter' reported near Tennessee military base ",0
188,1,@elche_guerra @Burghgirl69 @KevinJa35040557 @330xiGuy @ABC Or maybe we just want effective change. What would banni… ,0
202,1,"Happy to spend a Sunday supporting two Gun Sense Candidates for Florida, @SShawFL and @AnnaForFlorida!  

They will… ",0
228,1,"Does Canada have a gun problem?: After Toronto rampage, does Canada have a gun problem?: An uptick in gun violence… ",0
253,1,"@Fidelol69 @OhaiMiles @AllyUltimate It doesn't matter if they were trolling or not, especially with the how the US… ",0
260,1,"Our children deserve better. ❤
⠀
This election, do right by them. Elect leaders committed to doing more to protect… ",0
274,1,"@Alt_Azn @ACLU @UCBerkeley Making gun laws more liberal would make violence go up the liberals said...

After 10 ye… ",0
280,1,"Not one teacher would protect a child from an active shooter? Seems the parents have a claim for an explanation, so… ",0
290,1,Mayor .@AndrewGillum also supports restricting gun access for the mentally ill &amp; known foreign/domestic terrorists;… ,0
310,1,"Yeah, Like Snoop Punk shooting Our President in his video...SMH #jonesout",0
315,1,Alabama @MomsDemand volunteers honoring Black Women For Positive Change #WeekOfNonviolence sewing in solidarity wit… ,0
328,1,He has done nothing but harm my beautiful home state--,0
330,1,"I told you people that the Democrat Party is the party of the rich now, and the Republican Party is the party of th… ",0
333,1,THIS GUN VIOLENCE GOTTA STOP MAN....IT JUST DO!!!!! Y'all using it for all the wrong fucking reasons!! 😔🙏,0
340,1,Emma Gonzalez Brought to Tears Honoring Victims of Gun Violence  via @YahooEnt,0
342,1,@timkaine 👇🏽,0
348,1,@Nvablejrg @melanienicole52 @DarrylMeadowsLP @KaitMarieox I'm not trying to argue politics. I haven't said one thin… ,0
357,1,Witness.,0
367,1,@shannonrwatts I feel so sorry for the little boy who will have to remember has birthday is the day that he lost 4… ,0
375,1,@PassTheSalty @AskMaKettle @NYPD66Pct As a Canadian it’s amazing to me that nobody helps/stops him. Idk what ppl ar… ,0
382,1, apparently this is where violent behavior should be reported. FBI needs to do something abo… ,0
385,1,thank you 2 everyone who came or watched our panel on livestream. @ohsnapitzaryy @Medinaaaa_N @Briana_Nicole_S &amp; I… ,0
389,1,"@hollowsfate @county_anthony @NYCPBA @JohnFasoNy @RepJohnFaso @NRA True, lots of cops are pro-gun. That doesn’t mak… ",0
397,1,"Lol, yes, please visit @bobforgovernor's website that has 5 issues with vague explanations. 

And take a look at wh… ",0
408,1,@realDonaldTrump Republican philosophy of more guns creating less civilian gun violence is just asinine. Don’t let… ,0
422,1,#banrickscott,0
442,1,Wth. This is completely disgraceful. And the exact reason for need for increased gun control as background checks.… ,0
443,1,Scott has his head in the sand instead of his hands on the steering wheel,0
462,1,Please tell me this isn't true.,0
470,1,"My mom entered this race after the horrific massacre at Parkland, Florida. She was inspired by the MSD kids to repr… ",0
11,1,I do not want to ever make a joke out of gun violence. but I will say that four people being shot to death after me… ,0
12,1,Well not really.,0
20,1,@HillaryClinton Seems like you have no issues with  kids on Chicago dying from gun violence related to gang activit… ,0
38,1,MUSICIANS AGAINST GUN VIOLENCE ,0
40,1,@John83662333 @lauren_hoggs @BeBraveChicago You realize multiple members of the March For Our Lives organization ha… ,0
50,1,"""If we really want to end gun violence, this can't just end at one zip code,"" says @davidhogg111 at #Boston's… ",0
77,1,Join with Churches across America and reach out with the love of the Great Physician to those devastated by gun vio… ,0
88,1,Donkeycrats continue to disregard the #IPCCReport and #Science.  There is no connection between 'climate change' an… ,0
89,1,Show Toronto who's boss...Torontonians! Vote #11 and make a Toronto to be proud of.,0
111,1,These are simple solutions that will make such a big difference in gun violence prevention. But the NRA blocks them… ,0
118,1,Berger-Girvalo Recognized by Connecticut Against Gun Violence  ,0
130,1,How ignorant and stupid can you be?,0
140,1,@shannonrwatts I feel so sorry for the little boy who will have to remember he's birthday is the day that he lost 4… ,0
184,1,"Great video @KayaJones , as usual !  God Bless",0
213,1,@psycho4ensics1 @ChrisMurphyCT @DavidGr78574965 @Bradybuzz If you have a gun in the house someone should be checkin… ,0
224,1,#ItsAScaryTimeForMen Not! #AmericanGunFetish,0
234,1,"Dear press: global warming, children in detention, gun violence. With so many critical problems to solve, I have to… ",0
239,1,Old crooked Hillary spewing Marxism and advertising her socialist followers aka Socialist Democrats. These are the… ,0
256,1,Fuck man losing friends to gun violence is the absolute worst rip lil pat    fuck the pussy as nigga that shot him in the back,0
274,1,Do you need resources to talk with your children about gun violence and school shooting? Get information from… ,0
275,1,Read @KeshaRose 's Powerful Essay On Ending Gun Violence ,0
295,1,get rid of this loser FL,0
305,1,@CaliResists @APCentralRegion Or they would have pulled out knives &amp; started stabbing each other. Or someone would… ,0
310,1,Climate deniers! Fools all!,0
316,1,@MaryBro77801894 @LockwoodRocky @Bandit848 @kessentai556 @weldnaway @Creamsickill @RealMichaelCote @jesseawayne1… ,0
331,1,"Yeah I Know Gun Violence Bad and All, But I Miss When Rappers Used to Shoot People. &amp; I Mean Like Shoot Shoot Peopl… ",0
343,1,@broadway_buzz @AMarch4OurLives @ArianaDeBose @BetsyWolfe @therealBTC @ethansaslater @georgesalazar @NicoletteKloe… ,0
373,1,"“this is an intersectional issue, and Boston is well positioned to bring all the parts together” - Dr Chana Sacks… ",0
397,1,"*tries to incite violence and then after riling people up, mentions she has a gun on her*",0
425,1,Read Kesha's Powerful Essay On Ending Gun Violence ,0
438,1,😳😳😳,0
39,1,"Dear #Republicans,
is today a good day to talk about gun violence?
I ask because it's just a matter of time before… ",0
49,1,Majority school shootings - white guy right wing gun nut extremist. #RepublicanParty OWN IT! That’s what you are.… ,0
55,1,"2. Gun violence is a public health crisis, and we need to respond to it as such. That means money for research, and… ",0
58,1,"1 dead, another injured after 'active shooter' reported near Tennessee military base: One person is dead and anothe… ",0
69,1,@trymebitchfo20 @shannonrwatts Let's call it: Extreme domestic violence involving a firearm. How about that one bub… ,0
92,1,@fred_guttenberg @Morning_Joe Sir- I am so sorry for what happened to your beautiful daughter. I lost a good friend… ,0
95,1,Rick Scott is being paid off. Only explanation why a grown ass man refuses to even say “climate change”,0
106,1,"During an ""Active Shooter Drill,"" Teachers Made a Trans Student Sit in the Hall Alone #care2 ",0
113,1,@Jody_Veith @cksandbalances @mikell7777 @GOP @inittowinit007 @SteveScalise Do you guys need help using Google becau… ,0
116,1,@Mattfromthepas1 Ironically...these are the same people who say they care about children and gun violence.,0
119,1,"Florida’s been devastated by both gun violence and hurricanes, but he banned state officials from using the words ""… ",0
129,1,"#VoteNelsonGillum
#VoteBlueClimateChangeIsReal",0
165,1,That statement by itself. Should have been a clue to all that Trump was an antiAmerican president. His GOP blocked… ,0
204,1,@thewaythetruth1 @KayaJones @realDonaldTrump How did the prayers to end gun violence work out for you?,0
209,1,"BIG DEAL in #FL26!

Based on key issues of affordable healthcare, immigration reform, gun violence prevention &amp; mor… ",0
217,1,@SpeakerRyan @HouseGOP ...you forgot to mention the huge additional deficit you created with your gift to the wealt… ,0
218,1,"Got any bad people you want to get rid of in society, my theater will be known as the place to do it, when, as when… ",0
221,1,"@bigforkgirl @Ryan_Deitsch @shannonrwatts N #TedCruz is ahead on polls
They say U can’t learn from someone else’s h… ",0
248,1,@dattwell1 @BetoORourke Saying the that support of the second amendment is support of gun violence is like saying s… ,0
272,1,"@davidhogg111 I'm so sorry. I've worked in the gun violence prevention movement for 17 years, and I've never seen a… ",0
278,1,"@fred_guttenberg I will, Fred.  I promise!  For your daughter.  For all 17.  For every life lost to senseless gun violence.... 🇺🇸🇺🇸🇺🇸",0
292,1,🌊,0
312,1,"She fat-shamed a woman and when that woman confronted her for her comment, she threatens her with a gun. What in th… ",0
316,1,@aczerniakowski,0
318,1,Student Gun Violence Summit. October 19-21  @SGVSummit @AFTunion @AFTteach @MsAmberChandler… ,0
323,1,YouTube stop censoring Kaya Jones music videos,0
334,1,LAPD on tactical alert after reports of ‘active shooter’ following Harbor Gateway blaze: Reports of an “active shoo… ,0
346,1,"Some takeaways from this event

1. Gun violence is an intersectional problem. If we’re going to solve it, we need t… ",0
348,1,"Yes. This is why they show up with assault rifles at protests where the other side shows up with dogs, signs, and b… ",0
360,1,@WatchChad @AmericanHatCo  . Read my book it explains why active shooter incidents occur amo… ,0
394,1,WTF!!! ,0
420,1,Fellow #2A supporters be sure to fully understand your state laws while carrying. As the Dems continue calling for… ,0
435,1,"Lost in the political ruckus, gun violence is still a huge problem ",0
1,1,@pwcdanica Speak up in this Danica!,0
12,1,"4. Solutions to gun violence must center communities of color, where gun violence within the community, and by poli… ",0
19,1,"Since the the day of the shooting at Stoneman Douglas, @davidhogg111 and others between the ages of 15-20 have come… ",0
47,1,"@TorontoStar What is his plan w actual steps on combating rising gun violence?

Follow-up question: how does a hand… ",0
56,1,"No banning speech. Who the hell does he think he is. If you would like to ban speech, I would suggest you ban the u… ",0
81,1,#norighttokill,0
97,1,If Bloomberg can impute liability (he can’t) on gun manufacturers we can (there’s actual evidence) impute guilt on… ,0
102,1,"The NRA Leadership’s agenda does not align with the legitimate needs and expectations of most gun owners, including… ",0
107,1,,0
134,1,Because limo-riders are a bigger safety priority than kids across the US threatened by gun violence? Or safe water… ,0
136,1,@wave3news This should read “School fails to advise Officer of active shooter training scenario”.,0
137,1,Today @NPR broadcasted a story about the efficacy of planned and surprise active-shooter lock down drills. They of… ,0
147,1,@CraigEffingD @ParisUnraveled Guess she doesn't feel like defending her transphobia.  Guess she prefers they die in… ,0
166,1,"“I care about gun violence, healthcare, jobs, equality, climate change, education, and women’s rights… how can you… ",0
189,1,"I don’t know, Ask Heather Heyer, tcot brain.",0
195,1,This looks like a hella' ticket to me!,0
201,1,And he has “No plan”.,0
213,1,I wish setting up a go fund me could fix this pain. My brother lost his wife today to Cancer. Yes the same brother… ,0
222,1,I'm found some smart &amp; snarky libertarian toons without the melodies but @seamus_coughlin is awesome.#freedomtoons… ,0
236,1,Wonderful experience today with this great panel.  Especially impressed by the eloquence and power of @davidhogg111… ,0
239,1,❤️,0
247,1,Fake explosions and stage blood helped a Billings National Guard company train for an active shooter Sunday morning… ,0
283,1,@comeandtakeit30 @shannonrwatts Criteria is number of fatalities in single incident. No narrative there. Just the a… ,0
301,1,Lightning round: How do we protect schools from violence while also respecting gun rights #OHSenDebate,0
332,1,"As a former teacher who participated regularly in these drills, the subject affected me even more than I expected.… ",0
338,1,I just spoke with the mother of the 24 year killed in the active shooter situation near the navy base in Millington… ,0
340,1,Yes .. PLEASE! For the sake of our country: #Vote #VoteBlue #VoteThemAllOut #VotesHaveConsequences,0
357,1,This is the most clichéd American thing ever. Always worrying about things that don't matter while the elephant in… ,0
362,1,"Allowing senseless act of violence, such as mass shootings, to occur is #Un-American. @SenCortezMasto #GunControlNow",0
365,1,"Young people, millennials it is absolutely necessary that you vote straight democrat on every race. You need to sec… ",0
366,1,"@pcnotchtree So you think if we ask the gangs like crips, bloods, and ms13 to hand over their guns, they will compl… ",0
369,1,@notyrlawyer @citylifejc @CookTomBlock I gave up when Lovett loudly asserted that we should cede to Republicans tha… ,0
379,1,"ICYMI- this is the custom bill from #themostviciouscycle film.

Fact: An average of 96 people die from gun violence… ",0
381,1,This should not be normal but sadly in the U.S. today it has become the norm. We must keep on talking to prevent th… ,0
398,1,"ICYMI- this is the custom bill from #themostviciouscycle film.

Fact: An average of 96 people die from gun violence… ",0
15,1,"Tonight I'm thinking about Mr. R. A victim of gun violence, who lived through a month long ICU stay, needed bowel r… ",0
28,1,@lynngermaine @sknightonMAGA @LauraLoomer @jack I am licensed to carry as most everyone in Texas. Women didn’t  In… ,0
37,1,@jedediahbila @utahgop @ldschurch women are more likely to be shot and killed by someone they know!,0
42,1,The Repugs are exactly what their nomenclature states: Repugnant.😳 Perhaps we can also add: Due to a terrible disto… ,0
43,1,I thought gun violence and shootings only happen in #gunfree zones,0
76,1,@darreldrowland Average people lose their gun rights FOREVER for domestic violence. Even if it wasn't against a woman.... #justsayin,0
99,1,"New Group Seeks Donations For Victims Of Gun Violence, #Addiction  #sobermovement… ",0
100,1,"@leeleeb50 And i keep hearing that , If everyone carry and everyone knew the other guy carry a gun we'll have less… ",0
102,1,I had an amazing weekend spent with incredible individuals learning about gun violence prevention and California’s… ,0
143,1,Gun violence is so normalized in our culture and it’s sickening. Gun violence should be regulated and taken more se… ,0
147,1,prayers 🙏🏽 this gun violence HAS GOT TO STOP!!!!,0
148,1,So more RSOs or arming teachers with guns is the answer to the active shooter threat. NOT!!,0
157,1,Chicago has seen its share of gun violence. Illinois gubernatorial candidate @JBPritzker will treat gun violence as… ,0
178,1,@mattman878 @tedcruz Of course you say there is no common sense reforms and only punishing legal gun owners. You of… ,0
180,1,More guns = more gun violence. #GunSenseCandidates,0
182,1,@neonfiona Like would there even been enough time to separate them into the two groups? With an active shooter arou… ,0
186,1,"@AWRHawkins @BreitbartNews Doubtless this fatality will be added to the ""gun violence"" statistics, but will it also… ",0
208,1,Shut up,0
226,1,"@NancyDo95484355 @DiehlForSenate @SenWarren @_WheresWarren Women who care about 
the outsized role of misogynists i… ",0
233,1,I don’t really think they know how badly We The Peole will stomp the shit out of them if they keep this up. We The… ,0
239,1,"@tedcruz First, the sign is the opinion of a person in the crowd. Secondly, Beto O’Rourke is for sensible gun laws… ",0
241,1,"I am voting for Josh Kaul. He’s excellent, and BS has been a bad AG for Wisconsin.",0
291,1,Lt Gov @GavinNewsom is running for Governor of California. He is passionate about gun violence prevention partly du… ,0
299,1,"Colorado is home of 2 terrible mass shooting tragedies: Columbine &amp; Aurora. Congressman @jaredpolis, Democratic can… ",0
311,1,@numberonepal @melaniedyoung1 @OldmanXan @Hardhat_Patriot I think their biggest gaff is a belief that guns kill peo… ,0
318,1,Comment on REAL SCOOP: Gun violence continues with two Fraser Valley murders – UPDATED by Ap gill trader joe ,0
319,1,Thank you @Concerts_Across for selecting our song. So honored to be a part of this and represent our school and com… ,0
328,1,"I wrote ""Tired"" because I noticed the gun violence in the city has increase rapidly, and
I think we desperately nee… ",0
341,1,the only reason Americans desperately need to carry guns is because other Americans are carrying guns and I wonder… ,0
349,1,Governor Rick Scott - Sorry folks. Still no fucks to give today. Maybe tomorrow. #StayThirsty #HurricaneMichael,0
354,1,"Gun violence epidemic 

#VoteForOurLives",0
364,1,Here at Baton Rouge attending Course Con: Baton Rouge - Interrupting the Culture of Violence seminar hoping for str… ,0
27,1,@ABC Just another day in the United States of Mass Gun Violence.,0
35,1,"@BastardProphet #BOOYAH Here take these for the struggle ahead; 🍺🥃🥃🍊🤡

😳 it’s coming fast👀🤦🏻‍♀️

The red white and… ",0
42,1,Thanks @BigShotsNation for the opportunity to get better this weekend!,0
111,1,Great day! @BigShotsNation,0
135,1,"@RealCandaceO @batts_jlynn Absolutely!
Love thy neighbors!

Arguments can be healthy.
Violence IS NOT!

Btw, I have… ",0
136,1,Nah! Let's just wait until someone gets hurt. The news media needs to get much coverage and give the shooter a lot… ,0
138,1,@FLOTUS,0
200,1,"@BreitbartNews That's strange. The media told me that Europe has no guns and no gun violence, so how did this happe… ",0
204,1,"""[Republicans] shrug at gun violence and cash every check from the @NRA, knowing they've earned every penny."" --… ",0
213,1,@ScottWallacePA talks about how PA spends more on incarceration than education. Vows to work with community  on men… ,0
214,1,"🌊🌊💙🌊🌊
#PostcardsToVoters",0
220,1,@TheGraviter @Thedukeistheman @mitchpberg @rwallace19551 @Jason2CD @AngieCraigMN The US is a leader in both suicide… ,0
263,1,Remember this beautiful soul and all those lost to gun violence! Please vote like their lives meant something to yo… ,0
294,1,I’ve read most of your rants. To a one they sound like all the other Marxist Magic 8 Ball talking points. 😎 how abo… ,0
309,1,Now THIS is epic,0
314,1,"@Normsmusic Sorry, but on the sole basis of gun violence, America is horrific!!

Some might go as far to say, a shi… ",0
335,1,"SHE IS INSTIGATING people and when they get angry about her comments she says “you know i carry, right?” to me, thi… ",0
353,1,,0
373,1,A member of our well regulated militia uses a gun to murder his ex-girlfriend and kill himself in a @MichaelsStores… ,0
384,1,More trump violence!!!,0
16,1,"#PressPlay 
•
#EXCLUSIVE💥 
•
#FIRSTLOOK 👀
•
#RapALot records' #artist #MarleyG was killed in a #Louisiana… ",0
21,1,#vote @SenBillNelson #Midterms2018 #saveflorida,0
47,1,@davidhogg111 The problem is you're advocating for gun laws to be put in place that do absolutely nothing to curb g… ,0
99,1,@fred_guttenberg,0
112,1,@PatsGirlUSA @davidhogg111 there is no such thing as gun violence,0
114,1,"Just tell them its a BB gun! They don't censor ""pretend"" sex or many other repulsive activities!",0
120,1,Gubernatorial candidate @RichCordray has proposed a comprehensive sensible plan to reduce gun deaths &amp; injuries in… ,0
157,1,@Roman_Dmowski99 @gardnertj @konkarrne @AG_Conservative @JohnJHarwood Lol. Right. Absolutely no violence comes from… ,0
165,1,@BrokeNdSad Children locked in cages. Human trafficking. Slavery. Violence against women and children. Bombings in… ,0
166,1,Great event to re-elect @BarbaraKanninen to @APSVirginia  School Board. Inspiring to hear @TerryMcAuliffe discuss c… ,0
169,1,Kaya Rocks!!,0
188,1,I’m so sorry 💔,0
197,1,"@shannonrwatts Gun violence OR GANG Violence?

It sounds like Gang activity.

Once the 2 suspects names are release… ",0
209,1,"@LauraLoomer @GetReal1953 @jack If these cowards killed one conservative, let alone an elected public official, it… ",0
212,1,@NevadaJack2 What principal would allow that? With all the deranged people in the world you can bet it will influen… ,0
219,1,“This is the fourth shooting in Lewisville in the past two weeks.” Want to learn more about what you can do to end… ,0
237,1,"@cnnbrk NRA

 Violence by gun will not be eliminate3d until guns are banned",0
241,1,@TonyNg43795841 @ll_outvluv @BrianForBrains @newschannelnine I said what I said buddy. Yes gun violence isn’t good. We can agree to that.,0
256,1,@SophiaBush no that’s not a bribe. A bribe is what dems do wtax ideas.Hell let’s turn into Canada. Free healthcare… ,0
273,1,Please send prayers to this man and his family. But change and action are even more encouraged.💗,0
279,1,@fred_guttenberg  not one more ... this is crazy,0
294,1,folks be out here acting kike gun violence isn’t a real thing ... Yella Beezy got shot in MY city like down the road 😳,0
295,1,"@Colteastwood @Begaria Hey, I can hate gun violence and touching children at the same time. 

Who knew. Some folks… ",0
317,1,Today my cousin died by a gun. Leaves you wondering when the violence will end.,0
320,1,@GOP @realDonaldTrump Ridiculous. Money only goes so far when people are burying loved ones because of Gun Violence… ,0
349,1,South Central Division responding to 'DASF-Dist Active Shooter Foot' at W Brownlee Ave / Toluca Ave | Beat 723 |… ,0
356,1,@CP24 @JustinTrudeau and @BillBlair are busy blaming legal gun owners (duck hunters).  They don't have time to tack… ,0
359,1,What the fuck,0
364,1,"4.6 million American children live in households with at least one loaded, unlocked firearm.
Research shows that ov… ",0
367,1,"SAD... 💔
Boy, 15, fatally shot in the face, in Austin, a suburb of Chicago...
Anton L. Shaw's family recently moved… ",0
10,1,This is a must listen for all teachers. Don’t do it today though...much too sad and emotional for a Sunday before w… ,0
23,1,Isn’t it painful your Demonrats are asking you to stay the hell away from their state in the run up to the midterms… ,0
34,1,"@f8uto @NewtownAction @KateBrownForOR You're a licensed gun owner, right? Can you help me understand how you think… ",0
43,1,Condolences #StayStrong 💔,0
46,1,😢,0
78,1,The Machine Gun TV - M.S.G (TV Violence) ,0
92,1,"John Honey, Running into a school with an active shooter with his bone spurs! LMAO!",0
110,1,"@SynonymForWet Would a gun help? Guns solve everything. If you already have a gun, maybe you should have two. Or th… ",0
129,1,"I feel the same way kids, we all want peace too",0
139,1,#LoveKaya ❤💕,0
147,1,Love Kim's Mom! ❤️,0
173,1,"I don’t want the club of people that have been affected by gun violence to get any bigger than it already is. 

I d… ",0
183,1,...and days of silence...,0
193,1,"@Emma4Change 

We don't commit acts of violence against people we disagree with. 🙄🙄

Emma González: “I’m still worr… ",0
213,1,"@kbartlett114 It may be subtle, but guns and gun violence is popping up, more often in the suburbs. I live in a blu… ",0
215,1,"Stories like this and all of a sudden I’ve changed the topic for tomorrow’s class to gun violence, I’ve made them r… ",0
221,1,Northwest Division responding to 'DASV-Dist Active Shooter Veh' at 2100 blk W MOCKINGBIRD LN | Beat 513 |  | 21:15,0
224,1,@NRA  @DLoesch,0
230,1,"@SafetyPinDaily ""...students were pretending to be an armed intruder &amp; a hostage during an active shooter drill at… ",0
231,1,"Me, too.",0
248,1,Yes! I'm with you on this...something needs to be done!!,0
256,1,"""Drills for active shooter and hostage situations shall be conducted at least as often as other emergency drills,""… ",0
282,1,"Yo I love how racists will blame our gun violence on our ""culture"" but respond to any speak of confrontation with ""… ",0
289,1,,0
297,1,"When? When criminals stop killing people, we stop incentivizing criminals. Sorry for your loss.
#2A",0
335,1,"Listening to radio programs from the 40's-60's set in the ""old west"" it is easy to see that americans have long hel… ",0
338,1,@YouTube @youtubemusic everyone knows you're biased.  Free Kata Jones!!,0
344,1,Fire everyone at this school,0
346,1,#VoteBlue we need sensible gun laws that will keep our children safe.,0
367,1,In Seattle  Police Chief used a gun and physical and emotional violence  girlfriend in  thier home  Janruary 2014.… ,0
377,1,"Rick Scott.  Bad Governor.  Bad Senator.  
Vote Bill Nelson.",0
12,1,Active shooter! According to my sources drugs were involved! But there is no word on what happened! @NBCNews,0
24,1,TW: Suicide,0
30,1,Give Peace a chance folks...,0
67,1,@djkgamc @kamuleosaurus @kzuke @SeanMcElwee He hasn’t said anything about using PACS. Plus he’s stronger against gu… ,0
108,1,"Ft. Lauderdale area @MomsDemand members hosted the domestic violence action president, gave free gun locks and sign… ",0
147,1,,0
168,1,#YesOn940 for Lisa and the countless families torn apart by gun violence.,0
169,1,Peace is patriotic ✌,0
173,1,@capcassian @jorshak @jesuisjoy_xo Neither does the average American were talking about gun violence,0
181,1,Another active shooter ? Jesus.,0
197,1,"""Idiots""",0
205,1,#Florida #FLVote,0
217,1,@nucleartrixie11 @tedcruz You all need to understand that we will NEVER give up any of our guns. Your mob violence… ,0
219,1,Damn! Your about ready to snap! Calm down &amp; take your Opioids. Another possible Liberal Active Shooter? Seek mental… ,0
248,1, I think that it is really good that someone who is in the military is speaking out against… ,0
263,1,@InFocusAmerica @6Gems @NIH Does this bill also authorize them to study gun violence on youth and teens?,0
264,1,"Active shooter drills!
Photo: Jacky Fisher/USN released 

#becomingasailor #futuresailor #navy #navydep #navylife… ",0
297,1,"GingerWifeLife : Military police search for active shooter at Fort Campbell, KY: Local Source via Twitter. ",0
